Id,ADR,Adults,Children,DepositType,IsRepeatedGuest,LeadTime,Meal
16684,31.64,1,0,No Deposit,0,246,BB
32548,32,1,0,No Deposit,0,10,BB
33660,32,1,0,No Deposit,0,15,BB
29736,32.3,1,0,No Deposit,0,40,BB
29146,33,1,0,No Deposit,0,9,BB
32414,33.11,1,0,No Deposit,0,2,BB
23307,33.15,1,0,No Deposit,0,16,BB
33785,33.27,1,0,No Deposit,0,96,HB
14245,33.3,1,0,Non Refund,0,259,BB
14223,33.3,1,0,Non Refund,0,259,BB
14227,33.3,1,0,Non Refund,0,259,BB
15842,34,1,0,No Deposit,0,266,BB
16654,34,1,0,No Deposit,0,266,BB
35794,34.2,1,0,No Deposit,0,193,BB
20779,34.4,1,0,No Deposit,0,0,BB
17867,34.4,1,0,No Deposit,1,6,BB
30501,34.4,1,0,No Deposit,0,0,BB
80500,34.5,1,0,No Deposit,0,1,BB
31777,35,1,0,No Deposit,1,6,BB
17896,35,1,0,No Deposit,0,1,BB
32520,35,1,0,No Deposit,0,0,BB
28683,35,1,0,No Deposit,1,6,BB
17769,35,1,0,No Deposit,0,0,BB
31181,35,1,0,No Deposit,0,0,BB
31801,35,1,0,No Deposit,0,23,BB
17453,35,1,0,No Deposit,1,1,BB
19719,35,1,0,No Deposit,1,2,BB
20949,35,1,0,No Deposit,1,2,BB
14034,35,1,0,No Deposit,0,1,BB
19562,35,1,0,No Deposit,1,1,BB
17319,35,1,0,No Deposit,0,113,BB
32856,35,1,0,No Deposit,0,6,BB
15338,35,1,0,No Deposit,1,12,BB
32517,35,1,0,No Deposit,1,7,BB
13980,35,1,0,No Deposit,0,4,BB
17448,35,1,0,No Deposit,1,10,BB
31510,35,1,0,No Deposit,0,2,BB
17447,35,1,0,No Deposit,1,6,BB
17455,35,1,0,No Deposit,1,0,BB
13833,35,1,0,No Deposit,0,5,BB
13836,35,1,0,No Deposit,0,1,BB
13921,35,1,0,No Deposit,0,8,BB
31494,35,1,0,No Deposit,0,2,BB
32268,35,1,0,No Deposit,0,1,BB
31970,35,1,0,No Deposit,0,16,BB
32139,35,1,0,No Deposit,0,3,BB
21500,35,1,0,No Deposit,1,7,BB
14079,35,1,0,No Deposit,0,6,BB
14419,35,1,0,No Deposit,1,1,BB
18320,35,1,0,No Deposit,0,6,BB
17557,35.1,1,0,No Deposit,0,6,BB
14155,35.1,1,0,No Deposit,0,0,BB
33796,35.27,1,0,No Deposit,0,96,HB
3243,36,1,0,No Deposit,0,57,BB
17919,36,1,0,No Deposit,0,20,BB
29872,36,1,0,No Deposit,0,2,BB
17715,36,1,0,No Deposit,0,36,BB
17719,36,1,0,No Deposit,0,31,BB
2571,36,1,0,No Deposit,0,122,BB
3245,36,1,0,No Deposit,0,57,BB
17784,36,1,0,No Deposit,0,2,BB
17578,36,1,0,No Deposit,0,1,BB
3248,36,1,0,No Deposit,0,57,BB
17656,36,1,0,No Deposit,0,33,BB
2820,36,1,0,No Deposit,0,155,BB
2780,36,1,0,No Deposit,0,155,BB
35886,36.2,1,0,No Deposit,0,243,BB
35369,36.2,1,0,No Deposit,0,261,BB
30008,36.4,1,0,No Deposit,0,3,HB
17411,37,1,0,No Deposit,0,5,BB
33933,37,1,0,No Deposit,0,120,BB
2411,37,1,0,No Deposit,0,0,BB
16961,37,1,0,No Deposit,0,18,BB
17402,37,1,0,No Deposit,0,5,BB
17160,37,1,0,No Deposit,0,287,BB
16965,37,1,0,No Deposit,0,18,BB
33415,37,1,0,No Deposit,0,1,BB
17142,37,1,0,No Deposit,0,287,BB
9775,37,1,0,No Deposit,0,82,BB
28688,37.31,1,0,No Deposit,0,3,BB
17951,37.7,1,0,No Deposit,0,1,HB
18365,38,1,0,No Deposit,0,0,BB
18100,38,1,0,No Deposit,1,0,BB
20789,38,1,0,No Deposit,0,35,BB
18419,38,1,0,No Deposit,0,0,BB
18411,38,1,0,No Deposit,0,0,BB
19310,38,1,0,No Deposit,0,0,BB
17836,38,1,0,No Deposit,0,0,BB
19818,38,1,0,No Deposit,1,7,BB
18412,38,1,0,No Deposit,0,0,BB
18110,38,1,0,No Deposit,0,0,BB
17906,38,1,0,No Deposit,0,1,BB
18847,38,1,0,No Deposit,0,5,BB
19509,38,1,0,No Deposit,0,3,BB
19449,38,1,0,No Deposit,0,0,BB
33147,38,1,0,No Deposit,0,0,BB
18604,38,1,0,No Deposit,0,3,BB
19793,38.1,1,0,No Deposit,0,2,BB
83617,38.33,1,0,No Deposit,0,24,BB
13706,38.5,1,0,No Deposit,0,7,BB
19928,38.7,1,0,No Deposit,1,0,BB
18123,39,1,0,No Deposit,1,0,BB
33601,39,1,0,No Deposit,0,12,BB
19517,39,1,0,No Deposit,0,7,BB
13889,39,1,0,No Deposit,0,10,BB
23017,39,1,0,No Deposit,0,9,BB
29888,39,1,0,No Deposit,1,2,BB
18122,39,1,0,No Deposit,1,5,BB
28792,39,1,0,No Deposit,0,4,BB
23686,39,1,0,No Deposit,1,39,BB
2681,39,1,0,Non Refund,0,148,BB
21591,39,1,0,No Deposit,0,14,HB
20505,39,1,0,No Deposit,0,5,BB
28177,39,1,0,No Deposit,0,3,BB
17736,39,1,0,No Deposit,1,0,BB
18086,39,1,0,No Deposit,1,1,BB
14061,39,1,0,No Deposit,0,0,BB
18841,39,1,0,No Deposit,1,1,BB
31768,39,1,0,No Deposit,0,29,BB
19857,39,1,0,No Deposit,0,4,BB
10576,39.33,1,0,Non Refund,0,102,BB
21173,39.5,1,0,No Deposit,0,1,BB
19675,39.79,1,0,No Deposit,0,40,HB
31832,40,1,0,No Deposit,0,0,BB
3015,40,1,0,No Deposit,0,40,BB
2879,40,1,0,No Deposit,0,24,BB
21156,40,1,0,No Deposit,0,0,BB
14742,40,1,0,No Deposit,1,6,BB
20523,40,1,0,No Deposit,0,1,BB
4390,40,1,0,No Deposit,0,7,BB
18109,40,1,0,No Deposit,0,0,BB
3038,40,1,0,No Deposit,0,41,BB
33651,40,1,0,No Deposit,0,112,BB
2991,40,1,0,No Deposit,0,39,BB
18108,40,1,0,No Deposit,0,0,BB
18132,40,1,0,No Deposit,0,0,BB
2933,40,1,0,No Deposit,0,36,BB
14068,40,1,0,No Deposit,0,3,BB
2856,40,1,0,No Deposit,0,31,BB
21444,40,1,0,No Deposit,0,12,BB
4408,40,1,0,No Deposit,0,0,BB
32023,40,1,0,No Deposit,0,0,BB
13717,40,1,0,No Deposit,0,6,BB
81434,40,1,0,No Deposit,0,13,BB
32115,40,1,0,No Deposit,0,0,BB
19852,40,1,0,No Deposit,0,1,BB
20633,40,1,0,No Deposit,0,4,BB
8972,40,1,0,No Deposit,0,8,BB
19841,40,1,0,No Deposit,0,0,BB
76661,40,1,0,No Deposit,1,1,BB
19735,40,1,0,No Deposit,0,1,BB
2999,40,1,0,No Deposit,0,40,BB
3055,40,1,0,No Deposit,0,3,BB
28306,40,1,0,No Deposit,0,33,BB
13943,40,1,0,No Deposit,0,0,BB
18044,40,1,0,No Deposit,0,5,BB
78528,40,1,0,No Deposit,1,0,BB
33459,40,1,0,No Deposit,0,53,HB
10502,40,1,0,No Deposit,0,112,BB
17741,40,1,0,No Deposit,0,24,BB
18815,40,1,0,No Deposit,0,7,BB
33550,40.14,1,0,999,0,195,BB
35074,40.39,1,0,No Deposit,0,208,BB
21523,40.5,1,0,No Deposit,0,2,BB
3000,40.5,1,0,No Deposit,0,32,BB
29639,40.7,1,0,No Deposit,0,28,HB
19072,40.85,1,0,No Deposit,0,34,HB
32206,40.85,1,0,No Deposit,0,36,BB
31074,41,1,0,No Deposit,0,0,BB
83191,41,1,0,No Deposit,0,76,BB
17545,41,1,0,No Deposit,0,0,BB
23542,41.35,1,0,No Deposit,0,108,HB
31917,41.4,1,0,No Deposit,0,121,HB
9492,41.4,1,0,No Deposit,0,5,BB
17155,41.98,1,0,No Deposit,0,283,BB
8971,42,1,0,No Deposit,0,0,BB
22124,42,1,0,No Deposit,0,0,BB
21501,42,1,0,No Deposit,1,32,BB
14527,42,1,0,No Deposit,1,7,BB
20806,42,1,0,No Deposit,1,0,BB
23746,42,1,0,No Deposit,0,11,BB
8487,42,1,0,No Deposit,0,383,BB
17935,42,1,0,No Deposit,0,0,HB
4904,42,1,0,No Deposit,0,0,BB
17562,42,1,0,No Deposit,1,10,BB
19557,42,1,0,No Deposit,1,0,BB
34386,42,1,0,No Deposit,0,152,BB
8493,42,1,0,No Deposit,0,383,BB
14524,42,1,0,No Deposit,1,1,BB
34371,42,1,0,No Deposit,0,152,BB
10601,42,1,0,Non Refund,0,103,BB
35725,42,1,0,No Deposit,0,118,BB
23289,42,1,0,No Deposit,0,3,BB
10123,42,1,0,No Deposit,0,79,BB
22125,42,1,0,No Deposit,1,5,BB
13946,42,1,0,No Deposit,0,2,BB
23459,42,1,0,No Deposit,0,21,BB
31984,42.11,1,0,No Deposit,1,1,BB
2125,42.23,1,0,No Deposit,0,63,HB
17326,42.3,1,0,No Deposit,0,43,BB
33131,42.5,1,0,No Deposit,0,26,HB
24119,42.51,1,0,No Deposit,0,0,BB
4388,43,1,0,No Deposit,0,22,BB
20968,43,1,0,No Deposit,0,1,BB
20972,43,1,0,No Deposit,0,17,BB
9923,43,1,0,No Deposit,0,1,BB
20946,43,1,0,No Deposit,0,0,BB
22520,43,1,0,No Deposit,1,2,BB
20535,43,1,0,No Deposit,0,0,BB
31335,43,1,0,No Deposit,0,2,BB
26235,43,1,0,No Deposit,1,0,BB
21663,43,1,0,No Deposit,0,18,BB
31691,43,1,0,No Deposit,0,0,BB
18785,43,1,0,No Deposit,0,12,BB
13844,43,1,0,No Deposit,0,7,BB
9836,43,1,0,No Deposit,0,8,BB
30633,43,1,0,No Deposit,0,3,BB
22051,43,1,0,No Deposit,0,0,BB
30549,43,1,0,No Deposit,0,10,BB
32111,43,1,0,No Deposit,0,3,BB
32302,43,1,0,No Deposit,0,1,BB
32466,43,1,0,No Deposit,0,15,BB
30484,43,1,0,No Deposit,0,11,BB
4389,43,1,0,No Deposit,0,22,BB
31979,43,1,0,No Deposit,0,7,BB
31146,43,1,0,No Deposit,0,1,BB
30572,43,1,0,No Deposit,0,29,BB
31296,43,1,0,No Deposit,0,1,BB
30638,43,1,0,No Deposit,0,1,BB
32130,43,1,0,No Deposit,0,31,BB
21471,43,1,0,No Deposit,0,0,BB
32212,43,1,0,No Deposit,0,0,BB
32363,43.14,1,0,No Deposit,0,2,BB
31916,43.4,1,0,No Deposit,0,121,HB
16953,43.41,1,0,No Deposit,0,277,HB
20821,43.43,1,0,No Deposit,0,22,BB
29573,43.88,1,0,No Deposit,0,1,BB
14741,44,1,0,No Deposit,1,4,BB
20342,44,1,0,No Deposit,1,0,BB
62929,44,1,0,No Deposit,0,6,No meal
29862,44,1,0,No Deposit,0,2,BB
30159,44,1,0,No Deposit,0,10,HB
30721,44,1,0,No Deposit,0,3,BB
19411,44,1,0,No Deposit,0,0,BB
5444,44.1,1,0,No Deposit,0,187,BB
2886,44.1,1,0,No Deposit,0,0,BB
5116,44.36,1,0,Non Refund,0,208,HB
5112,44.36,1,0,Non Refund,0,208,HB
28316,44.36,1,0,No Deposit,0,231,BB
5105,44.36,1,0,Non Refund,0,208,HB
10268,44.8,1,0,No Deposit,0,0,BB
22259,44.8,1,0,No Deposit,0,0,BB
20791,45,1,0,No Deposit,1,8,BB
30455,45,1,0,No Deposit,0,2,BB
28401,45,1,0,No Deposit,0,1,BB
17873,45,1,0,No Deposit,1,6,BB
13816,45,1,0,No Deposit,0,4,BB
10331,45,1,0,No Deposit,0,312,BB
20744,45,1,0,No Deposit,0,0,BB
36278,45,1,0,No Deposit,0,14,BB
4848,45,1,0,No Deposit,0,3,BB
22499,45,1,0,No Deposit,0,2,BB
20015,45,1,0,No Deposit,1,1,BB
28800,45,1,0,No Deposit,0,29,BB
14044,45,1,0,No Deposit,0,7,BB
8836,45.14,1,0,No Deposit,0,145,BB
103621,45.86,1,0,No Deposit,0,9,No meal
19934,46,1,0,No Deposit,0,0,BB
18759,46,1,0,No Deposit,0,3,BB
2861,46,1,0,No Deposit,0,0,BB
32910,46,1,0,No Deposit,0,2,No meal
29527,46.2,1,0,No Deposit,1,0,BB
22887,46.36,1,0,No Deposit,0,32,HB
8723,46.36,1,0,No Deposit,0,342,BB
13822,46.5,1,0,No Deposit,0,91,BB
29949,46.64,1,0,No Deposit,0,133,BB
8317,46.75,1,0,No Deposit,0,344,HB
5087,46.8,1,0,No Deposit,0,172,HB
28239,46.8,1,0,No Deposit,0,8,BB
2169,47,1,0,No Deposit,0,1,BB
33980,47,1,0,No Deposit,0,41,No meal
30696,47,1,0,No Deposit,0,0,No meal
9977,47,1,0,Non Refund,0,238,HB
17369,47,1,0,No Deposit,0,146,BB
33993,47,1,0,No Deposit,0,48,No meal
33964,47,1,0,No Deposit,0,48,No meal
33120,47,1,0,No Deposit,0,20,No meal
21527,47,1,0,No Deposit,1,0,BB
2285,48,1,0,No Deposit,0,16,BB
30535,48,1,0,No Deposit,0,1,BB
16894,48,1,0,No Deposit,0,16,BB
33347,48,1,0,No Deposit,0,0,BB
29556,48,1,0,No Deposit,0,5,BB
32668,48,1,0,No Deposit,0,23,BB
29554,48,1,0,No Deposit,0,29,BB
29571,48,1,0,No Deposit,0,29,BB
8607,48,1,0,No Deposit,0,131,BB
8510,48,1,0,No Deposit,0,383,BB
14429,48,1,0,No Deposit,1,2,BB
17364,48.43,1,0,No Deposit,0,146,BB
106142,48.5,1,0,No Deposit,0,17,No meal
47368,48.51,1,0,No Deposit,0,64,No meal
6665,48.6,1,0,No Deposit,0,172,BB
5585,48.6,1,0,No Deposit,0,1,BB
31302,48.6,1,0,No Deposit,0,1,BB
31526,48.75,1,0,No Deposit,0,40,HB
5090,48.8,1,0,No Deposit,0,172,HB
30459,49,1,0,No Deposit,0,1,BB
23406,49,1,0,No Deposit,0,82,BB
29774,49,1,0,No Deposit,0,14,BB
11675,49.2,1,0,No Deposit,0,184,HB
16008,49.3,1,0,No Deposit,0,200,BB
35054,49.44,1,0,No Deposit,0,129,BB
10065,49.5,1,0,No Deposit,0,29,BB
101943,49.59,1,0,No Deposit,0,6,No meal
36299,49.95,1,0,No Deposit,0,138,BB
12034,49.95,1,0,No Deposit,0,292,BB
36353,49.95,1,0,No Deposit,0,137,BB
22697,50,1,0,No Deposit,0,32,BB
20161,50,1,0,No Deposit,0,10,BB
8497,50,1,0,No Deposit,0,383,BB
42232,50,1,0,No Deposit,0,48,BB
24156,50,1,0,No Deposit,1,61,BB
33435,50,1,0,No Deposit,0,0,HB
81849,50,1,0,No Deposit,1,0,BB
11528,50,1,0,No Deposit,0,60,BB
28470,50,1,0,No Deposit,0,0,HB
30071,50,1,0,No Deposit,0,76,BB
19809,50,1,0,No Deposit,0,17,HB
16960,50.16,1,0,No Deposit,0,277,HB
35857,50.2,1,0,No Deposit,0,117,HB
9561,50.22,1,0,No Deposit,0,156,BB
11280,50.4,1,0,No Deposit,0,210,HB
20072,50.4,1,0,No Deposit,1,2,BB
11285,50.4,1,0,No Deposit,0,210,HB
28183,51,1,0,No Deposit,0,0,BB
83046,51,1,0,No Deposit,0,59,BB
84145,51,1,0,No Deposit,0,5,BB
78529,51,1,0,No Deposit,1,6,BB
60791,51.05,1,0,No Deposit,0,37,No meal
19555,51.21,1,0,No Deposit,1,1,BB
33787,51.27,1,0,No Deposit,0,96,HB
27641,51.94,1,0,No Deposit,0,1,BB
31546,52,1,0,No Deposit,0,0,BB
2911,52.2,1,0,No Deposit,0,35,BB
17699,52.2,1,0,No Deposit,0,35,BB
2217,52.2,1,0,No Deposit,0,43,BB
16131,52.2,1,0,No Deposit,0,186,BB
17754,52.2,1,0,No Deposit,0,24,BB
16129,52.2,1,0,No Deposit,0,186,BB
17670,52.2,1,0,No Deposit,0,36,BB
102553,52.36,1,0,No Deposit,0,7,No meal
32036,53,1,0,No Deposit,0,18,BB
3024,53,1,0,No Deposit,0,56,BB
21096,53,1,0,No Deposit,0,0,BB
36827,54,1,0,No Deposit,0,236,BB
22965,54,1,0,No Deposit,1,5,BB
19511,54,1,0,No Deposit,1,0,BB
17057,54,1,0,No Deposit,0,0,HB
31802,54,1,0,No Deposit,1,8,BB
104316,54.05,1,0,No Deposit,0,48,No meal
23137,54.5,1,0,No Deposit,0,197,HB
4994,54.5,1,0,No Deposit,0,183,HB
5021,54.5,1,0,No Deposit,0,183,HB
4797,54.5,1,0,Non Refund,0,171,HB
5019,54.5,1,0,No Deposit,0,183,HB
7890,54.5,1,0,No Deposit,0,347,BB
22216,54.5,1,0,Non Refund,0,13,HB
4767,54.5,1,0,Non Refund,0,171,HB
5504,54.5,1,0,No Deposit,0,199,HB
5062,54.5,1,-5,No Deposit,0,185,HB
23160,54.5,1,0,No Deposit,0,47,HB
35380,54.71,1,0,No Deposit,0,191,HB
28684,54.9,1,0,No Deposit,0,4,BB
28451,54.9,1,0,No Deposit,0,5,BB
16257,54.9,1,0,No Deposit,0,178,BB
17388,54.9,1,0,No Deposit,1,4,BB
84076,55,1,0,No Deposit,0,2,BB
74207,55,1,0,Non Refund,0,335,BB
5913,55,1,0,Non Refund,0,40,BB
31641,55,1,0,No Deposit,0,40,No meal
5914,55,1,0,Non Refund,0,40,BB
31503,55,1,0,No Deposit,0,39,No meal
31581,55,1,0,No Deposit,0,40,No meal
32332,55,1,0,No Deposit,1,1,BB
31602,55,1,0,No Deposit,0,40,No meal
19813,55,1,0,No Deposit,1,0,BB
31568,55,1,0,No Deposit,0,40,No meal
84083,55,1,0,No Deposit,0,2,BB
32329,55,1,0,No Deposit,1,1,BB
31597,55,1,0,No Deposit,0,40,No meal
31588,55,1,0,No Deposit,0,40,No meal
28296,55,1,0,No Deposit,0,1,BB
84079,55,1,0,No Deposit,0,2,BB
28218,55.1,1,0,No Deposit,0,243,BB
35448,55.71,1,0,No Deposit,0,104,BB
2331,55.73,1,0,No Deposit,0,8,BB
83583,55.74,1,0,No Deposit,0,2,BB
85153,55.8,1,0,No Deposit,0,54,BB
9560,55.8,1,0,No Deposit,0,248,BB
31150,55.8,1,0,No Deposit,0,153,BB
39737,55.96,1,0,No Deposit,0,111,BB
28191,56,1,0,No Deposit,0,4,BB
17231,56,1,0,No Deposit,0,0,BB
9360,56,1,0,No Deposit,0,7,BB
45315,56,1,0,No Deposit,0,84,BB
30388,56,1,0,No Deposit,0,5,No meal
21408,56,1,0,No Deposit,0,1,BB
45311,56,1,0,No Deposit,0,84,BB
22450,56,1,0,No Deposit,0,25,BB
22419,56,1,0,No Deposit,0,3,BB
22049,56,1,0,No Deposit,1,0,BB
84154,56,1,0,No Deposit,0,9,BB
81655,56.6,1,0,No Deposit,0,58,HB
35378,56.71,1,0,No Deposit,0,191,HB
13961,57,1,0,No Deposit,0,10,BB
33159,57,1,0,No Deposit,0,0,BB
28461,57,1,0,No Deposit,0,5,BB
104469,57.06,1,0,No Deposit,0,4,No meal
50806,57.5,1,0,No Deposit,0,198,BB
50819,57.5,1,0,No Deposit,0,198,BB
86208,57.5,1,0,No Deposit,0,115,BB
97441,57.5,1,0,No Deposit,0,1,BB
80243,57.5,1,0,No Deposit,0,25,BB
39603,57.5,1,0,No Deposit,0,18,BB
6596,57.51,1,0,No Deposit,0,267,BB
8647,57.6,1,0,No Deposit,0,5,BB
33499,57.8,1,0,No Deposit,0,274,BB
83732,57.88,1,1,No Deposit,0,27,No meal
14070,57.9,1,0,No Deposit,0,3,BB
82944,57.98,1,0,No Deposit,0,2,No meal
46305,57.98,1,0,No Deposit,0,11,No meal
43546,58,1,0,No Deposit,0,38,BB
6105,58,1,0,Non Refund,0,7,HB
13962,58,1,0,No Deposit,0,17,BB
28485,58,1,0,No Deposit,0,159,HB
29240,58,1,0,No Deposit,0,2,BB
18826,58,1,0,No Deposit,0,11,BB
2487,58.4,1,0,No Deposit,0,5,HB
106885,58.45,1,0,No Deposit,0,1,No meal
101121,58.45,1,0,No Deposit,0,19,BB
16745,58.5,1,0,No Deposit,0,272,HB
21481,58.5,1,0,No Deposit,1,0,BB
16361,58.5,1,0,No Deposit,0,0,BB
6185,58.95,1,0,No Deposit,0,213,HB
16333,59,1,0,No Deposit,0,222,HB
8156,59,1,0,No Deposit,0,6,BB
63462,59,1,0,Non Refund,0,601,BB
49641,59,1,0,Non Refund,0,295,BB
49308,59,1,0,Non Refund,0,288,BB
53150,59,1,0,Non Refund,0,358,BB
62693,59,1,0,Non Refund,0,580,BB
64134,59,1,0,Non Refund,0,615,BB
62695,59,1,0,Non Refund,0,580,BB
82615,59,1,0,No Deposit,0,33,BB
45567,59.14,1,0,No Deposit,0,7,No meal
83989,59.32,1,0,No Deposit,0,46,BB
27784,59.75,1,0,No Deposit,0,220,HB
74511,60,1,0,Non Refund,0,278,BB
41296,60,1,0,No Deposit,0,55,BB
8676,60,1,0,No Deposit,0,364,BB
27338,60,1,0,No Deposit,0,5,BB
35652,60,1,0,No Deposit,0,156,HB
33339,60,1,0,No Deposit,0,0,BB
74992,60,1,0,No Deposit,0,281,BB
75146,60,1,0,No Deposit,0,323,BB
46983,60,1,0,No Deposit,0,1,BB
35665,60,1,0,No Deposit,0,156,HB
74675,60,1,0,Non Refund,0,304,BB
75115,60,1,0,No Deposit,0,312,BB
47011,60,1,0,No Deposit,0,1,BB
11910,60,1,0,Non Refund,0,304,HB
39713,60,1,0,No Deposit,0,20,BB
27411,60,1,0,No Deposit,0,336,BB
41481,60,1,0,No Deposit,0,7,HB
75054,60,1,0,No Deposit,0,295,BB
41499,60,1,0,No Deposit,0,7,HB
76197,60,1,0,No Deposit,0,1,BB
30888,60,1,0,No Deposit,0,16,BB
33809,60,1,0,No Deposit,0,0,BB
74645,60,1,0,Non Refund,0,299,BB
46962,60,1,0,No Deposit,0,1,BB
46986,60,1,0,No Deposit,0,1,BB
47024,60,1,0,No Deposit,0,1,BB
29579,60,1,0,No Deposit,0,1,BB
47038,60,1,0,No Deposit,0,1,BB
47056,60,1,0,No Deposit,0,1,BB
6081,60,1,0,No Deposit,0,225,BB
78354,60,1,0,No Deposit,0,221,BB
33733,60,1,0,No Deposit,0,0,BB
106467,60,1,0,No Deposit,0,17,BB
102954,60,1,0,No Deposit,0,41,BB
47003,60,1,0,No Deposit,0,1,BB
42584,60,1,0,No Deposit,0,76,BB
75053,60,1,0,No Deposit,0,295,BB
39657,60,1,0,No Deposit,0,12,BB
47039,60,1,0,No Deposit,0,1,BB
44126,60,1,0,No Deposit,0,79,BB
9261,60,1,0,No Deposit,0,1,BB
74510,60,1,0,Non Refund,0,278,BB
40088,60,1,0,No Deposit,0,1,BB
4740,60,1,0,,0,0,BB
75178,60,1,0,No Deposit,0,330,BB
46985,60,1,0,No Deposit,0,1,BB
44183,60,1,0,No Deposit,0,60,BB
8120,60,1,0,No Deposit,0,336,BB
33584,60,1,0,No Deposit,0,3,BB
6057,60,1,0,No Deposit,0,225,BB
32850,60,1,0,No Deposit,0,1,BB
104770,60.06,1,0,No Deposit,0,3,No meal
